tx_id,timestamp,amount,currency,merchant,mcc,account_id,city,state,channel,category,subcategory,is_recurring,normalized_amount
tx_000091,2025-07-03 11:18:29.303370,120.85,USD,Target,9881,acc_002,Boston,NY,in_store,retail,general,False,120.85
tx_000976,2025-07-03 11:57:25.303370,38.87315165134687,USD,Subway,4386,acc_003,Austin,CA,online,food,general,False,33.94
tx_000815,2025-07-03 12:36:49.303370,102.74034046736199,USD,Netflix,1992,acc_003,Austin,NY,online,entertainment,general,False,74.66
tx_000048,2025-07-03 13:45:51.303370,14.717064475272005,USD,Lyft,1285,acc_001,Seattle,WA,online,transport,general,False,11.68
tx_000957,2025-07-03 14:23:44.303370,316.44,USD,Amazon,6101,acc_003,Austin,MA,online,retail,general,False,316.44
tx_000175,2025-07-03 14:33:32.303370,41.56,USD,Macys,3316,acc_002,Boston,CA,online,retail,general,False,41.56
tx_000133,2025-07-03 15:30:43.303370,137.37,USD,Safeway,6707,acc_003,San Francisco,TX,in_store,grocery,general,False,137.37
tx_000383,2025-07-03 15:35:22.303370,24.669450713362956,USD,Subway,4333,acc_002,Seattle,TX,mobile,food,general,False,20.27
tx_000614,2025-07-03 16:10:07.303370,56.34,USD,Chevron,1151,acc_002,San Francisco,WA,in_store,gas,general,False,56.34
tx_000680,2025-07-03 19:30:24.303370,75.22,USD,Trader Joes,3138,acc_002,Seattle,CA,in_store,grocery,general,False,75.22
tx_000111,2025-07-03 19:54:00.303370,176.18,USD,Amazon,1678,acc_001,San Francisco,WA,mobile,retail,general,False,176.18
tx_000341,2025-07-04 09:16:35.303370,185.63,USD,Trader Joes,1675,acc_002,Austin,NY,online,grocery,general,False,185.63
tx_000422,2025-07-04 10:13:06.303370,148.56018786458773,USD,Dave & Busters,9002,acc_003,Seattle,CA,in_store,entertainment,general,False,130.3
tx_000285,2025-07-04 10:22:07.303370,76.58,USD,Safeway,1078,acc_001,Boston,TX,in_store,grocery,general,False,76.58
tx_000745,2025-07-04 11:57:34.303370,74.38,USD,Shell,3412,acc_002,New York,MA,online,gas,general,False,74.38
tx_000618,2025-07-04 12:22:17.303370,48.02,USD,Trader Joes,8324,acc_003,Austin,NY,mobile,grocery,general,False,48.02
tx_000578,2025-07-04 13:09:18.303370,140.11,USD,Whole Foods,2239,acc_001,New York,MA,mobile,grocery,general,False,140.11
tx_000124,2025-07-04 14:06:37.303370,626.74,USD,Macys,6926,acc_003,Boston,MA,online,retail,general,False,626.7379118158647
tx_000681,2025-07-04 14:59:01.303370,169.51,USD,PG&E,5205,acc_003,New York,MA,mobile,utilities,general,False,169.51
tx_000055,2025-07-04 21:33:50.303370,184.28,USD,Walmart,4834,acc_002,New York,CA,in_store,retail,general,False,184.28
tx_000197,2025-07-05 09:54:05.303370,53.211522946965715,USD,Parking Meter,4478,acc_003,Seattle,CA,online,transport,general,False,40.79
tx_000784,2025-07-05 13:23:12.303370,56.487934838603174,USD,Uber,7801,acc_001,Boston,CA,mobile,transport,general,False,45.79
tx_000843,2025-07-05 13:44:15.303370,48.16,USD,Safeway,1652,acc_001,Austin,MA,mobile,grocery,general,False,48.16
tx_000965,2025-07-05 13:52:14.303370,233.77,USD,Macys,5173,acc_002,New York,WA,mobile,retail,general,False,233.77
tx_000181,2025-07-05 16:12:41.303370,85.55,USD,Target Grocery,9086,acc_002,New York,TX,online,grocery,general,False,85.55
tx_000740,2025-07-05 16:30:16.303370,104.71392828524917,USD,Parking Meter,6941,acc_001,San Francisco,TX,mobile,transport,general,False,84.21
tx_000575,2025-07-05 17:46:39.303370,85.52943293765536,USD,McDonalds,9808,acc_003,San Francisco,CA,mobile,food,general,False,63.24
tx_000556,2025-07-05 17:54:06.303370,31.81,USD,Chevron,9930,acc_001,New York,CA,mobile,gas,general,False,31.81
tx_000447,2025-07-05 18:30:58.303370,50.8,USD,Target Grocery,7118,acc_002,San Francisco,CA,online,grocery,general,False,50.8
tx_000075,2025-07-05 18:49:55.303370,139.8,USD,Costco,6250,acc_001,Austin,WA,online,grocery,general,False,139.8
tx_000550,2025-07-05 18:53:12.303370,676.46,USD,Amazon,9456,acc_003,New York,TX,mobile,retail,general,False,676.46
tx_000032,2025-07-05 23:37:01.303370,40.96,USD,Exxon,3312,acc_002,Boston,TX,online,gas,general,False,40.96
tx_000385,2025-07-06 06:30:26.303370,131.29455488191914,USD,Netflix,6003,acc_003,Austin,MA,in_store,entertainment,general,False,118.58
tx_000926,2025-07-06 06:40:18.303370,64.45129543696376,USD,Uber,9512,acc_001,Boston,MA,online,transport,general,False,46.56
tx_000562,2025-07-06 08:19:55.303370,91.8,USD,Whole Foods,6682,acc_003,New York,NY,mobile,grocery,general,False,91.8
tx_000572,2025-07-06 08:50:47.303370,72.19219954046919,USD,McDonalds,9014,acc_002,Boston,MA,in_store,food,general,False,63.17
tx_000977,2025-07-06 11:58:24.303370,175.00073272205856,USD,Spotify,4251,acc_002,Austin,MA,in_store,entertainment,general,True,139.33
tx_000537,2025-07-06 15:15:24.303370,79.9464265776686,USD,Starbucks,4489,acc_001,Boston,WA,online,food,general,False,69.62
tx_000587,2025-07-06 15:26:58.303370,26.33,USD,PG&E,9913,acc_003,San Francisco,TX,mobile,utilities,general,False,26.33
tx_000679,2025-07-06 16:45:04.303370,61.28,USD,BP,6673,acc_002,Boston,MA,mobile,gas,general,False,61.28
tx_000850,2025-07-06 17:37:12.303370,97.81715204454635,USD,AMC Theaters,4779,acc_003,Boston,CA,mobile,entertainment,general,False,78.82
tx_000431,2025-07-06 17:57:36.303370,175.05,USD,Best Buy,7935,acc_003,San Francisco,MA,mobile,retail,general,False,175.05
tx_000469,2025-07-06 18:41:20.303370,16.34,USD,Verizon,1452,acc_001,San Francisco,TX,online,utilities,general,False,16.34
tx_000919,2025-07-06 20:07:25.303370,167.30167889720232,USD,Netflix,5214,acc_001,Boston,NY,in_store,entertainment,general,False,127.89
tx_000504,2025-07-07 06:43:59.303370,40.74045242380072,USD,Starbucks,9939,acc_001,New York,TX,online,food,general,False,30.9
tx_000120,2025-07-07 09:08:58.303370,27.023278955414348,USD,Pizza Hut,6774,acc_001,New York,NY,online,food,general,False,19.97
tx_000530,2025-07-07 10:27:47.303370,126.01,USD,Safeway,2352,acc_002,New York,NY,in_store,grocery,general,False,126.01
tx_000921,2025-07-07 10:42:22.303370,71.84,USD,Verizon,7289,acc_001,Seattle,TX,online,utilities,general,False,71.84
tx_000580,2025-07-07 12:03:44.303370,131.59427129924384,USD,AMC Theaters,3788,acc_003,Boston,NY,in_store,entertainment,general,False,107.98
tx_000094,2025-07-07 13:36:49.303370,58.25,USD,Water Company,3089,acc_003,Boston,TX,online,utilities,general,False,58.25
tx_000893,2025-07-07 13:45:36.303370,122.15,USD,Water Company,7616,acc_001,San Francisco,WA,in_store,utilities,general,False,122.15
tx_000536,2025-07-07 14:55:34.303370,95.86,USD,Exxon,4451,acc_003,New York,NY,online,gas,general,False,95.86
tx_000418,2025-07-07 14:55:37.303370,82.84,USD,Verizon,2105,acc_002,Seattle,TX,mobile,utilities,general,False,82.84
tx_000734,2025-07-07 16:46:47.303370,114.96,USD,Whole Foods,9729,acc_001,Boston,TX,in_store,grocery,general,False,114.96
tx_000852,2025-07-07 18:52:43.303370,36.93,USD,Exxon,3189,acc_003,New York,NY,in_store,gas,general,False,36.93
tx_000142,2025-07-08 09:35:31.303370,176.31,USD,Amazon,2911,acc_001,Austin,NY,mobile,retail,general,False,176.31
tx_000468,2025-07-08 09:41:37.303370,62.35950246152104,USD,Local Cafe,4102,acc_003,Seattle,CA,in_store,food,general,True,51.53
tx_000755,2025-07-08 13:43:35.303370,78.69,USD,Amazon,3420,acc_002,Seattle,NY,mobile,retail,general,False,78.69
tx_000866,2025-07-08 13:44:51.303370,128.74,USD,Costco,5344,acc_003,Austin,MA,online,grocery,general,False,128.74
tx_000997,2025-07-08 14:10:44.303370,65.65,USD,Chevron,2895,acc_003,Austin,NY,online,gas,general,False,65.65
tx_000860,2025-07-08 15:20:46.303370,55.21,USD,Amazon,6094,acc_003,Boston,CA,in_store,retail,general,False,55.21
tx_000567,2025-07-08 15:53:22.303370,33.97238719890928,USD,Chipotle,7369,acc_003,Seattle,NY,mobile,food,general,True,25.72
tx_000701,2025-07-08 16:56:27.303370,203.0,USD,Macys,6791,acc_002,New York,CA,in_store,retail,general,False,203.0
tx_000129,2025-07-08 17:06:51.303370,158.21,USD,Safeway,6037,acc_002,Austin,TX,in_store,grocery,general,False,158.21
tx_000298,2025-07-08 17:51:12.303370,34.39781709862465,USD,Subway,4061,acc_003,New York,TX,in_store,food,general,False,28.82
tx_000237,2025-07-08 19:35:46.303370,43.40998326260957,USD,Chipotle,2326,acc_003,Boston,CA,in_store,food,general,False,31.77
tx_000788,2025-07-08 19:45:51.303370,104.33,USD,Comcast,3782,acc_001,New York,TX,online,utilities,general,False,104.33
tx_000164,2025-07-09 10:08:55.303370,65.26,USD,Water Company,8718,acc_001,Seattle,NY,online,utilities,general,False,65.26
tx_000776,2025-07-09 12:25:14.303370,174.5,USD,Macys,9114,acc_001,New York,CA,in_store,retail,general,False,174.5
tx_000388,2025-07-09 13:18:58.303370,40.15614098363678,USD,Dave & Busters,5335,acc_001,San Francisco,NY,online,entertainment,general,False,31.14
tx_000577,2025-07-09 13:35:49.303370,110.58,USD,Safeway,9590,acc_001,Seattle,WA,mobile,grocery,general,False,110.58
tx_000292,2025-07-09 16:20:28.303370,211.51,USD,Walmart,9880,acc_002,San Francisco,WA,online,retail,general,False,211.51
tx_000428,2025-07-09 19:10:52.303370,96.7,USD,Costco,5762,acc_001,Seattle,WA,online,grocery,general,False,96.7
tx_000840,2025-07-09 20:50:49.303370,51.13,USD,Exxon,8724,acc_002,San Francisco,WA,in_store,gas,general,True,51.13
tx_000480,2025-07-10 06:12:53.303370,268.16,USD,Best Buy,4372,acc_003,Austin,CA,in_store,retail,general,False,268.16
tx_000602,2025-07-10 12:17:14.303370,72.81,USD,BP,2024,acc_001,New York,MA,in_store,gas,general,False,72.81
tx_000013,2025-07-10 14:06:32.303370,56.34,USD,Shell,3572,acc_001,New York,MA,mobile,gas,general,False,56.34
tx_000146,2025-07-10 16:09:46.303370,79.56,USD,Safeway,8470,acc_001,Seattle,WA,online,grocery,general,False,79.56
tx_000031,2025-07-10 17:07:11.303370,54.40402897924332,USD,Starbucks,9650,acc_003,New York,TX,mobile,food,general,True,44.52
tx_000151,2025-07-10 17:57:24.303370,21.732017582501726,USD,McDonalds,2528,acc_003,Austin,MA,online,food,general,True,18.62
tx_000838,2025-07-10 18:36:56.303370,211.0,USD,Walmart,1162,acc_003,Austin,NY,in_store,retail,general,False,210.99909385681102
tx_000001,2025-07-10 18:39:43.303370,75.19,USD,Exxon,8607,acc_002,San Francisco,WA,mobile,gas,general,False,75.19
tx_000671,2025-07-10 18:47:57.303370,105.12,USD,Whole Foods,3301,acc_001,New York,WA,online,grocery,general,False,105.12
tx_000963,2025-07-10 20:05:25.303370,63.65650226379781,USD,BART,5730,acc_001,Boston,CA,mobile,transport,general,False,53.57
tx_000020,2025-07-10 20:43:51.303370,130.21085083944558,USD,Netflix,3675,acc_001,Austin,TX,online,entertainment,general,False,105.41
tx_000653,2025-07-11 09:06:59.303370,53.9,USD,Trader Joes,9254,acc_003,Seattle,TX,mobile,grocery,general,False,53.9
tx_000249,2025-07-11 09:36:59.303370,73.3,USD,PG&E,8905,acc_001,Seattle,TX,mobile,utilities,general,False,73.3
tx_000227,2025-07-11 09:57:37.303370,131.39,USD,Target Grocery,3236,acc_001,San Francisco,MA,in_store,grocery,general,False,131.39
tx_000265,2025-07-11 10:11:25.303370,112.8,USD,Walmart,1685,acc_003,Seattle,TX,online,retail,general,False,112.8
tx_000658,2025-07-11 11:43:00.303370,38.25626928380462,USD,Uber,9158,acc_002,Austin,TX,in_store,transport,general,False,28.15
tx_000555,2025-07-11 13:57:27.303370,158.87,USD,Comcast,5822,acc_003,Seattle,MA,online,utilities,general,False,158.87
tx_000533,2025-07-11 14:10:32.303370,82.62,USD,Safeway,2702,acc_003,New York,WA,mobile,grocery,general,False,82.62
tx_000689,2025-07-11 14:16:21.303370,36.62,USD,Safeway,2697,acc_001,New York,WA,mobile,grocery,general,False,36.62
tx_000564,2025-07-11 16:50:13.303370,65.25,USD,BP,7540,acc_002,Austin,TX,in_store,gas,general,False,65.25
tx_000931,2025-07-11 17:00:52.303370,54.072751011005835,USD,McDonalds,7078,acc_001,Seattle,TX,online,food,general,False,42.67
tx_000669,2025-07-11 17:21:17.303370,83.55,USD,PG&E,5373,acc_002,Seattle,NY,online,utilities,general,False,83.55
tx_000797,2025-07-11 17:28:34.303370,106.20060783872054,USD,Uber,1469,acc_002,Austin,NY,mobile,transport,general,False,83.31
tx_000318,2025-07-12 09:12:42.303370,127.3,USD,Costco,2565,acc_003,Austin,NY,in_store,grocery,general,True,127.3
tx_000532,2025-07-12 09:12:50.303370,55.25292666458574,USD,Uber,4007,acc_001,Seattle,WA,mobile,transport,general,False,47.4
tx_000188,2025-07-12 09:18:31.303370,57.93264569213515,USD,Subway,8988,acc_001,Boston,WA,in_store,food,general,False,45.72
tx_000219,2025-07-12 10:19:48.303370,135.0827101942118,USD,Uber,7013,acc_002,Austin,MA,mobile,transport,general,False,98.43
tx_000411,2025-07-12 13:58:30.303370,545.32,USD,Best Buy,2682,acc_002,Austin,NY,in_store,retail,general,False,545.32
tx_000770,2025-07-12 15:52:50.303370,54.259219655765946,USD,Chipotle,1927,acc_003,Seattle,TX,mobile,food,general,False,39.74
tx_000566,2025-07-12 17:17:15.303370,70.6283586458337,USD,McDonalds,1650,acc_003,Boston,CA,in_store,food,general,True,55.92
tx_000122,2025-07-12 17:31:00.303370,15.266658771389219,USD,Local Cafe,2831,acc_001,San Francisco,WA,mobile,food,general,False,13.68
tx_000933,2025-07-12 17:37:49.303370,45.18,USD,Costco,6095,acc_003,New York,MA,mobile,grocery,general,False,45.18
tx_000904,2025-07-13 09:52:02.303370,165.71769151405283,USD,AMC Theaters,5703,acc_002,Boston,TX,mobile,entertainment,general,False,125.14
tx_000789,2025-07-13 10:14:04.303370,58.92,USD,Exxon,2111,acc_002,New York,MA,in_store,gas,general,False,58.92
tx_000362,2025-07-13 12:13:04.303370,77.07,USD,Macys,6228,acc_003,San Francisco,MA,mobile,retail,general,False,77.07
tx_000038,2025-07-13 12:29:35.303370,32.91,USD,Safeway,7474,acc_001,New York,NY,online,grocery,general,True,32.91
tx_000003,2025-07-13 12:49:40.303370,137.74,USD,Whole Foods,6902,acc_003,Seattle,MA,in_store,grocery,general,False,137.74
tx_000476,2025-07-13 14:28:23.303370,76.59448067284829,USD,Netflix,3815,acc_003,New York,CA,mobile,entertainment,general,False,59.35
tx_000366,2025-07-13 14:56:06.303370,162.99054464925288,USD,BART,5011,acc_001,New York,CA,online,transport,general,True,119.11
tx_000569,2025-07-13 15:11:54.303370,30.21,USD,Verizon,2721,acc_002,Austin,MA,mobile,utilities,general,False,30.21
tx_000779,2025-07-13 15:57:44.303370,110.97462485778934,USD,Subway,6942,acc_001,Seattle,MA,online,food,general,False,86.99
tx_000892,2025-07-13 17:09:30.303370,110.31,USD,Walmart,6454,acc_003,San Francisco,NY,mobile,retail,general,False,110.31
tx_000307,2025-07-13 17:36:12.303370,86.61744574419203,USD,Starbucks,4422,acc_001,Seattle,CA,online,food,general,False,67.9
tx_000878,2025-07-13 18:18:11.303370,40.94,USD,Safeway,6496,acc_003,New York,MA,in_store,grocery,general,True,40.94
tx_000820,2025-07-14 09:36:14.303370,98.11,USD,Safeway,7425,acc_002,New York,TX,in_store,grocery,general,False,98.11
tx_000148,2025-07-14 10:56:00.303370,87.09975090535465,USD,Spotify,5050,acc_003,Seattle,TX,in_store,entertainment,general,False,67.15
tx_000277,2025-07-14 11:20:06.303370,76.3,USD,Shell,8254,acc_001,San Francisco,NY,online,gas,general,False,76.3
tx_000584,2025-07-14 12:57:06.303370,87.93,USD,Safeway,9187,acc_001,New York,TX,online,grocery,general,True,87.93
tx_000795,2025-07-14 13:50:25.303370,156.5,USD,Water Company,2074,acc_001,New York,MA,mobile,utilities,general,False,156.5
tx_000751,2025-07-14 16:23:38.303370,85.41,USD,Chevron,3227,acc_001,Austin,NY,online,gas,general,False,85.41
tx_000803,2025-07-14 21:36:59.303370,166.83,USD,PG&E,7730,acc_002,San Francisco,CA,mobile,utilities,general,False,166.83
tx_000558,2025-07-15 07:24:43.303370,396.86,USD,Amazon,2839,acc_001,Boston,WA,in_store,retail,general,False,396.86
tx_000195,2025-07-15 10:08:04.303370,46.19106678032181,USD,Local Cafe,4451,acc_002,New York,CA,online,food,general,False,39.7
tx_000427,2025-07-15 10:11:36.303370,67.90496402591492,USD,Chipotle,7369,acc_003,New York,NY,mobile,food,general,False,52.76
tx_000709,2025-07-15 11:57:28.303370,43.02860479867116,USD,Netflix,4708,acc_002,New York,CA,online,entertainment,general,False,38.27
tx_000143,2025-07-15 12:34:33.303370,163.76,USD,Trader Joes,1655,acc_002,Austin,TX,mobile,grocery,general,False,163.76
tx_000044,2025-07-15 16:35:11.303370,75.5006092449496,USD,McDonalds,3566,acc_003,Boston,MA,mobile,food,general,False,56.06
tx_000829,2025-07-15 17:31:12.303370,13.09143886487017,USD,Parking Meter,1861,acc_003,Seattle,WA,mobile,transport,general,False,11.32
tx_000657,2025-07-15 17:42:35.303370,40.42,USD,Costco,4531,acc_002,Austin,CA,online,grocery,general,True,40.42
tx_000764,2025-07-15 18:29:29.303370,40.374594355574125,USD,Local Cafe,9361,acc_001,Boston,WA,in_store,food,general,False,29.4
tx_000959,2025-07-15 20:36:10.303370,33.208832014415194,USD,Subway,7730,acc_002,Boston,MA,online,food,general,False,26.2
tx_000823,2025-07-16 09:58:59.303370,73.97,USD,Exxon,3136,acc_001,Boston,TX,in_store,gas,general,False,73.97
tx_000430,2025-07-16 12:09:30.303370,99.85,USD,Whole Foods,2869,acc_003,Boston,WA,mobile,grocery,general,False,99.85
tx_000728,2025-07-16 13:13:31.303370,139.86,USD,Safeway,3320,acc_001,San Francisco,WA,in_store,grocery,general,False,139.86
tx_000169,2025-07-16 13:44:30.303370,125.67,USD,Macys,3064,acc_001,New York,TX,online,retail,general,True,125.67
tx_000972,2025-07-16 14:34:07.303370,68.95938531733387,USD,Spotify,1213,acc_003,Seattle,TX,in_store,entertainment,general,False,54.35
tx_000266,2025-07-16 15:22:55.303370,27.969875093293005,USD,Pizza Hut,7335,acc_003,Boston,NY,mobile,food,general,False,20.33
tx_000616,2025-07-16 16:29:44.303370,49.87,USD,Whole Foods,9360,acc_002,Seattle,CA,online,grocery,general,False,49.87
tx_000956,2025-07-16 17:58:34.303370,47.01400054418842,USD,Starbucks,4336,acc_002,Seattle,CA,in_store,food,general,False,37.03
tx_000570,2025-07-16 18:08:13.303370,64.86227777437095,USD,Pizza Hut,8397,acc_003,San Francisco,MA,online,food,general,False,57.09
tx_000594,2025-07-17 07:40:00.303370,28.839950534273083,USD,Lyft,2537,acc_001,New York,MA,mobile,transport,general,False,23.7
tx_000267,2025-07-17 09:12:06.303370,83.39,USD,Whole Foods,4490,acc_001,Austin,MA,mobile,grocery,general,True,83.39
tx_000947,2025-07-17 09:35:53.303370,82.78,USD,Macys,9323,acc_003,Boston,CA,in_store,retail,general,False,82.78
tx_000948,2025-07-17 10:17:36.303370,25.357955446027994,USD,Starbucks,7988,acc_003,New York,CA,in_store,food,general,True,20.98
tx_000132,2025-07-17 10:51:42.303370,37.006254220032595,USD,McDonalds,4215,acc_003,New York,MA,in_store,food,general,False,29.16
tx_000471,2025-07-17 12:27:45.303370,36.29352172556324,USD,Chipotle,4569,acc_003,Boston,TX,in_store,food,general,False,30.06
tx_000487,2025-07-17 13:49:52.303370,81.98,USD,Trader Joes,5198,acc_001,Seattle,CA,mobile,grocery,general,False,81.98
tx_000346,2025-07-17 13:57:55.303370,1553.86,USD,Amazon,6074,acc_001,Seattle,CA,in_store,retail,general,False,1553.864501718866
tx_000413,2025-07-17 15:08:21.303370,43.35,USD,Safeway,1978,acc_002,Austin,CA,in_store,grocery,general,False,43.35
tx_000753,2025-07-17 17:46:34.303370,1238.71,USD,Macys,7510,acc_002,San Francisco,MA,in_store,retail,general,False,1238.7108305974036
tx_000402,2025-07-17 18:12:46.303370,165.08,USD,Costco,4632,acc_001,Seattle,WA,in_store,grocery,general,False,165.08
tx_000203,2025-07-17 18:51:29.303370,77.06,USD,Trader Joes,7961,acc_003,Seattle,TX,in_store,grocery,general,False,77.06
tx_000351,2025-07-17 21:33:47.303370,170.2,USD,Safeway,1345,acc_001,Seattle,MA,in_store,grocery,general,False,170.2
tx_000311,2025-07-17 22:47:17.303370,23.745616459920917,USD,McDonalds,5368,acc_001,Austin,TX,online,food,general,False,20.12
tx_000946,2025-07-18 09:03:34.303370,72.59723730237401,USD,Netflix,1222,acc_001,San Francisco,TX,online,entertainment,general,False,62.91
tx_000108,2025-07-18 09:46:27.303370,117.6202488771535,USD,Dave & Busters,9570,acc_002,Seattle,TX,in_store,entertainment,general,False,86.67
tx_000255,2025-07-18 10:58:33.303370,138.72,USD,Amazon,7180,acc_001,Austin,WA,in_store,retail,general,False,138.72
tx_000180,2025-07-18 11:20:32.303370,14.451831990737968,USD,BART,4019,acc_001,Boston,CA,online,transport,general,False,10.82
tx_000182,2025-07-18 11:24:21.303370,20.136461798766582,USD,Netflix,6587,acc_001,Seattle,TX,in_store,entertainment,general,False,14.99
tx_000390,2025-07-18 12:00:20.303370,97.68200754771858,USD,AMC Theaters,6409,acc_002,Boston,NY,mobile,entertainment,general,False,88.56
tx_000109,2025-07-18 12:05:48.303370,219.39,USD,Verizon,6192,acc_003,Austin,TX,in_store,utilities,general,False,219.39
tx_000137,2025-07-18 13:10:33.303370,105.66723066842744,USD,Spotify,1954,acc_003,Seattle,TX,mobile,entertainment,general,False,79.39
tx_000332,2025-07-18 13:19:53.303370,85.22,USD,Shell,2509,acc_001,Austin,NY,in_store,gas,general,False,85.22
tx_000024,2025-07-18 13:24:49.303370,92.72375432636697,USD,AMC Theaters,4725,acc_003,San Francisco,MA,in_store,entertainment,general,False,71.49
tx_000881,2025-07-18 14:23:39.303370,36.75866359830861,USD,Local Cafe,4833,acc_002,Seattle,NY,in_store,food,general,False,27.23
tx_000283,2025-07-18 17:59:33.303370,173.55,USD,Safeway,4662,acc_003,San Francisco,CA,in_store,grocery,general,True,173.55
tx_000326,2025-07-18 18:05:49.303370,116.98,USD,Target Grocery,7213,acc_001,Boston,NY,mobile,grocery,general,False,116.98
tx_000010,2025-07-18 21:45:40.303370,244.62,USD,Best Buy,7588,acc_001,Boston,CA,online,retail,general,False,244.62
tx_000291,2025-07-19 06:34:10.303370,49.56709896207935,USD,McDonalds,1585,acc_001,Austin,MA,online,food,general,False,38.04
tx_000335,2025-07-19 10:06:54.303370,187.02,USD,Trader Joes,2850,acc_003,Boston,MA,in_store,grocery,general,False,187.02
tx_000398,2025-07-19 11:17:11.303370,46.62,USD,Chevron,3245,acc_001,San Francisco,CA,in_store,gas,general,False,46.62
tx_000678,2025-07-19 13:34:34.303370,63.68,USD,Target Grocery,6753,acc_003,Seattle,NY,in_store,grocery,general,False,63.68
tx_000591,2025-07-19 14:03:41.303370,43.38902444938122,USD,Chipotle,9233,acc_003,New York,WA,in_store,food,general,True,35.11
tx_000012,2025-07-19 17:28:04.303370,65.43447436703683,USD,Local Cafe,4272,acc_002,Austin,WA,in_store,food,general,False,48.15
tx_000637,2025-07-19 18:42:22.303370,28.096031082157626,USD,McDonalds,2418,acc_001,New York,TX,mobile,food,general,False,24.19
tx_000344,2025-07-19 18:47:34.303370,106.28,USD,Target Grocery,2180,acc_002,Boston,NY,mobile,grocery,general,False,106.28
tx_000217,2025-07-19 21:41:36.303370,23.065645254830994,USD,Starbucks,3858,acc_002,Austin,NY,online,food,general,False,20.89
tx_000202,2025-07-20 09:04:48.303370,58.92,USD,Costco,5651,acc_001,San Francisco,WA,in_store,grocery,general,False,58.92
tx_000631,2025-07-20 10:04:19.303370,41.54,USD,Target Grocery,1424,acc_003,Seattle,TX,mobile,grocery,general,False,41.54
tx_000975,2025-07-20 10:39:06.303370,360.32,USD,Target,3438,acc_001,Austin,TX,mobile,retail,general,False,360.32
tx_000612,2025-07-20 10:50:20.303370,42.87,USD,Safeway,9315,acc_003,Seattle,NY,online,grocery,general,False,42.87
tx_000323,2025-07-20 10:58:25.303370,60.002125463643004,USD,Dave & Busters,7987,acc_003,New York,CA,in_store,entertainment,general,False,44.49
tx_000929,2025-07-20 11:47:40.303370,64.0358049609546,USD,Subway,2247,acc_003,Boston,TX,online,food,general,False,50.2
tx_000588,2025-07-20 11:54:27.303370,35.322185960135144,USD,Starbucks,3814,acc_003,Seattle,MA,mobile,food,general,False,26.62
tx_000715,2025-07-20 12:44:08.303370,261.83757183673043,USD,Uber,8243,acc_001,New York,NY,online,transport,general,False,226.2256662333818
tx_000477,2025-07-20 13:28:02.303370,133.14,USD,Whole Foods,3059,acc_003,Austin,CA,in_store,grocery,general,True,133.14
tx_000739,2025-07-20 13:54:11.303370,206.58614726469798,USD,Spotify,6674,acc_003,Seattle,TX,in_store,entertainment,general,False,180.81
tx_000756,2025-07-20 13:58:19.303370,41.64,USD,Shell,4761,acc_001,New York,MA,mobile,gas,general,False,41.64
tx_000002,2025-07-20 16:31:30.303370,107.47,USD,Safeway,9385,acc_003,Seattle,MA,mobile,grocery,general,False,107.47
tx_000780,2025-07-20 17:05:25.303370,46.48,USD,Shell,4078,acc_002,Austin,WA,mobile,gas,general,False,46.48
tx_000347,2025-07-20 17:07:36.303370,86.10771011484866,USD,Pizza Hut,1471,acc_001,Austin,MA,in_store,food,general,False,78.19
tx_000650,2025-07-20 17:12:37.303370,38.46605998927864,USD,Starbucks,8796,acc_003,Seattle,MA,mobile,food,general,False,32.1
tx_000101,2025-07-20 17:49:07.303370,52.61,USD,Target,8744,acc_001,Seattle,WA,online,retail,general,False,52.61
tx_000135,2025-07-20 18:51:47.303370,38.86,USD,Shell,9148,acc_001,Austin,MA,online,gas,general,False,38.86
tx_000241,2025-07-20 20:50:52.303370,69.4953879078555,USD,Starbucks,6294,acc_002,San Francisco,WA,in_store,food,general,False,52.19
tx_000952,2025-07-21 10:37:03.303370,268.41,USD,Costco,1487,acc_003,Boston,WA,online,grocery,general,False,268.41133900738674
tx_000098,2025-07-21 10:47:51.303370,27.72980718697257,USD,Subway,3705,acc_001,Seattle,TX,online,food,general,False,20.28
tx_000404,2025-07-21 15:07:35.303370,35.669208371315776,USD,Subway,1283,acc_001,San Francisco,MA,mobile,food,general,False,30.08
tx_000513,2025-07-21 15:19:07.303370,251.25581516439095,USD,Uber,4750,acc_001,Austin,WA,in_store,transport,general,False,222.51997555736727
tx_000654,2025-07-21 16:01:37.303370,186.6,USD,Best Buy,5600,acc_003,New York,TX,mobile,retail,general,False,186.6
tx_000322,2025-07-21 16:31:15.303370,120.46,USD,Trader Joes,1008,acc_002,San Francisco,WA,mobile,grocery,general,False,120.45837001573936
tx_000244,2025-07-22 09:05:17.303370,72.27,USD,Shell,4940,acc_002,Austin,MA,mobile,gas,general,False,72.27
tx_000170,2025-07-22 10:41:08.303370,142.85,USD,Comcast,4918,acc_002,San Francisco,MA,mobile,utilities,general,False,142.85
tx_000225,2025-07-22 13:08:21.303370,184.0,USD,Trader Joes,5570,acc_001,New York,WA,mobile,grocery,general,False,184.0
tx_000502,2025-07-22 14:04:24.303370,102.95682619184745,USD,Spotify,7661,acc_001,San Francisco,WA,mobile,entertainment,general,True,93.36
tx_000033,2025-07-22 14:58:21.303370,67.62807863034082,USD,Pizza Hut,4066,acc_001,Boston,WA,online,food,general,False,52.7
